# This is the main file for model BUFR sounding ingest.  This will be clipped to the
# regional scale for most sites to produce the file modelBufrStationInfo.txt
#wmo          |stn  |lat      |lon       |elev |location                       |or|type
0000000001    |YAJ  | 69.580  |-140.180  |9999 |  KOMAKUK, YT                  |US|11
0000000002    |WRP  | 69.900  |-128.970  |9999 |  NICHOLSON, NT                |US|11
0000000003    |WXK  | 69.580  |-120.750  |9999 |  CLINTON POINT, NT            |US|11
0000000004    |SRR  | 65.000  |-132.000  |9999 |  SNAKE RIVER, YT              |US|11
0000000005    |CRR  | 65.000  |-120.000  |9999 |  SW CAMSELL RIVER, NT         |US|11
0000000007    |WTD  | 65.100  |-102.430  |9999 |  ROBERTSON LAKE, NT           |US|11
0000000008    |MTL  | 60.000  |-140.000  |9999 |  MT. LOGAN, YT                |US|11
0000000009    |EFL  | 60.000  |-120.000  |9999 |  E. FT. LIARD, NT             |US|11
0000000010    |ENL  | 60.000  |-100.000  |9999 |  SE ENNADAI LAKE, NT          |US|11
0000000011    |SWW  | 57.000  |-127.000  |9999 |  SW WARE, BC                  |US|11
0000000012    |PASC |70.200   |-148.470  |  17 |  DEADHORSE, AK                |US|10
0000000015    |PAFM |67.100   |-157.850  |  88 |  AMBLER, AK                   |US|10
0000000017    |WJA  | 52.880  |-118.070  |9999 |  JASPER, AB                   |US|11
0000000018    |FTR  | 62.500  |-107.000  |9999 |  FT. RELIANCE, NT             |US|11
0000000019    |GTP  | 43.900  |-110.000  |9999 |  NR. GRAND TETON NTL PK, WY   |US|12
0000000020    |WTT  | 44.800  | -96.700  |9999 |  NR. WATERTOWN, SD            |US|12
0000000021    |CHE  | 43.500  | -95.600  |9999 |  NR. CHEROKEE, IA             |US|12
0000000037    |CRL  | 42.000  | -95.000  |9999 |  NR. CARROLL, IA              |US|12
0000000050    |AIA  | 40.900  | -92.800  |9999 |  NR. ALBIA, IA                |US|12
0000000052    |ABL  | 34.100  | -86.100  |9999 |  NR. ALBERTVILLE, AL          |US|12
0000000053    |CLD  | 35.200  | -84.800  |9999 |  NR. CLEVELAND, KY            |US|12
0000000054    |BRA  | 34.800  | -84.050  |9999 |  BLUE RIDGE OF APPALACH.,GA   |US|12
0000000055    |FRI  | 36.300  | -81.200  |9999 |  NR. FRIES, VA                |US|12
0000000056    |SBT  | 49.000  |-112.000  |9999 |  NR. SUNBURST, MT             |US|12
0000000057    |LRR  | 48.000  |-113.000  |9999 |  LEWIS RANGE OF ROCKIES,MT    |US|12
0000000058    |PSR  | 42.200  |-107.200  |9999 |  PATHFINDER/SEMINOE RES,WY    |US|12
0000000059    |LUS  | 42.500 |-104.400   |9999 |  NR. LUSK, WY                 |US|12
0000000060    |ATH  | 42.300 |-102.400   |9999 |  NR. ANTIOCH, NE              |US|12
0000000061    |AIH  | 42.600 | -99.900   |9999 |  NR. AINSWORTH, NE            |US|12
0000000063    |LDL  | 39.100 |-106.200   |9999 |  NR. LEADVILLE, CO            |US|12
0000000065    |CAI  | 37.300 | -88.900   |9999 |  NR. CAIRO, IL                |US|10
0000000066    |KKL  | 40.200 | -92.600   |9999 |  NR. KIRKSVILLE, MO           |US|12
0000000068    |LW1  | 34.900 | -98.100   |9999 |  LITTLE WASHITA #147          |US|12
0000000071    |FPK  | 48.310 |-105.100   | 634 |  FORT PECK, MT                |US|12
0000000072    |GNC  | 34.250 | -89.870   |  98 |  GOODWIN CREEK, MS            |US|12
0000000073    |TBL  | 40.130 |-105.240   |1689 |  TABLE MTN, CO                |US|12
0000000074    |W#N  | 37.480 | -96.930   |9999 |  WALNUT RIVER, KS             |US|12
0000000076    |O#K  | 35.970 | -84.280   |9999 |  OAK RIDGE, TN                |US|12
0000000078    |V#L  | 42.860 |-100.410   |9999 |  VALENTINE, NE                |US|12
0000000080    |RDD  | 40.690 | -94.470   |9999 |  REDDING, IA                  |US|12
0000000081    |WHI  | 42.040 | -77.760   |9999 |  WHITESVILLE, NY              |US|12
0000000082    |PIE  | 39.170 | -79.520   |9999 |  PIERCE, WV                   |US|12
0000000085    |CLN  | 31.710 | -89.410   |9999 |  COLLINS, MS                  |US|12
0000000086    |LS1  | 47.720 | -86.820   |9999 |  LAKE SUPERIOR, EAST          |US|22
0000000087    |LS2  | 47.330 | -89.580   |9999 |  LAKE SUPERIOR, WEST          |US|22
0000000088    |LM1  | 42.620 | -87.200   |9999 |  LAKE MICHIGAN, SOUTH         |US|22
0000000089    |LM2  | 44.770 | -86.700   |9999 |  LAKE MICHIGAN, NORTH         |US|22
0000000090    |LH1  | 44.610 | -82.300   |9999 |  LAKE HURON, MID-LAKE SOUTH   |US|22
0000000091    |GNB  | 44.920 | -80.420   |9999 |  GEORGIAN BAY                 |US|22
0000000092    |LE1  | 41.780 | -82.230   |9999 |  LAKE ERIE, WEST              |US|22
0000000093    |LE2  | 42.530 | -79.780   |9999 |  LAKE ERIE, EAST              |US|22
0000000094    |LO1  | 43.580 | -78.870   |9999 |  LAKE ONTARIO, WEST           |US|22
0000000095    |LO2  | 43.580 | -76.850   |9999 |  LAKE ONTARIO, EAST           |US|22
0000000096    |BH1  | 44.790 |-103.210   |9999 |  BLACK HILLS NORTH, SD        |US|11
0000000097    |BH2  | 44.790 |-104.730   |9999 |  BLACK HILLS NW, WY           |US|11
0000000098    |BH3  | 44.070 |-104.710   |9999 |  BLACK HILLS WEST, WY         |US|11
0000000099    |BH4  | 43.350 |-104.690   |9999 |  BLACK HILLS SW,  WY          |US|11
0000000100    |BH5  | 43.350 |-103.210   |9999 |  BLACK HILLS SOUTH, SD        |US|11
0000000101    |MRS  | 45.500 | -95.900   |9999 |  MORRIS, MN                   |US|11
0000000102    |WSC  | 44.100 | -93.500   |9999 |  WASECA, MN                   |US|11
0000000103    |DSC  | 35.340 |-116.880   | 961 |  GOLDSTONE, CA                |US|10
0000000151    |RSL  | 34.400 | -87.600   |9999 |  NR. RUSSELVILLE, AL          |US|12
0000000152    |G001 | 47.500 |-121.100   |9999 |  CLE ELUM, WA                 |US|11
0000000153    |G002 | 42.700 |-122.200   |9999 |  SEVEN MILE MARSH, OR         |US|11
0000000154    |G003 | 44.500 |-122.700   |9999 |  SANTIAM RIVER, OR            |US|11
0000000155    |G004 | 44.000 |-115.000   |9999 |  UPPER BOISE, ID              |US|11
0000000156    |G005 | 46.900 |-121.300   |9999 |  UPPER YAKIMA, WA             |US|11
0000000157    |G006 | 42.100 |-120.900   |9999 |  STRAWBERRY RES., OR          |US|11
0000000158    |G007 | 44.100 |-120.500   |9999 |  OCHOCO, OR                   |US|11
0000000160    |G009 | 42.700 |-121.400   |9999 |  TAYLOR BUTTE, OR             |US|11
0000000170    |COL1 | 45.680 |-121.270   |9999 |  COLUMBIA RIVER SITE 1, OR    |US|11
0000000171    |COL2 | 45.720 |-121.560   |9999 |  COLUMBIA RIVER SITE 2, OR    |US|11
0000000172    |COL3 | 45.680 |-120.820   |9999 |  COLUMBIA RIVER SITE 3, OR    |US|11
0000000173    |COL4 | 45.720 |-120.210   |9999 |  COLUMBIA RIVER SITE 4, OR    |US|11
0000000180    |TRAV | 38.060 |-121.770   |9999 |  NR. TRAVIS AFB, CA           |US|11
0000000181    |PESC | 37.100 |-122.280   |9999 |  NR. PESCADERO, CA            |US|11
0000000182    |PTBA | 37.820 |-122.470   |9999 |  NR. PT. BONITA, CA           |US|11
0000000183    |SANQ | 37.940 |-122.500   |9999 |  NR. SAN QUINTAN, CA          |US|11
0000000184    |GLRY | 37.070 |-121.120   |9999 |  NR. GILROY, CA               |US|11
0000000185    |KBNV | 40.200 |-113.300   |9999 |  BONNEVILLE LAKE BED, UT      |US|11
0000000190    |ATLH | 40.420 | -73.980   |9999 |  ATLANTIC HIGHLANDS, NJ       |US|11
0000000191    |ATL1 | 37.200 | -74.800   |   0 |  NORTHEAST OF VA BEACH, VA    |US|11
0000000192    |ATL2 | 36.050 | -74.250   |   0 |  OFFSHORE OF DUCK, NC         |US|11
0000000193    |ATL3 | 32.800 | -77.200   |   0 |  SOUTH OF CAPE FEAR, NC       |US|11
0000000194    |ATL4 | 38.600 | -73.750   |   0 |  EAST OF LEWES, DE            |US|11
0000000195    |GMX1 | 29.200 | -87.250   |   0 |  SOUTH OF PENSACOLA, FL       |US|11
0000000202    |A#2  | 74.300 |-156.600   |   0 |  NORTH OF BARROW, AK ARCTIC   |US|20
0000000203    |A#3  | 75.000 |-140.000   |   0 |  N OF BARTAR ISL, AK ARCTIC   |US|20
0000000211    |KLCB | 29.220 |-114.280   |9999 |  LAGUNA CHAPELA BAJA          |MX|11
0000000204    |A#4  | 60.600 |-173.300   |   0 |  NEAR ST MATTHEW ISL BERING   |US|20
0000000227    |REO  | 42.590 |-117.870   |1234 |  ROME, OR                     |US|10
0000000247    |PHP  | 44.050 |-101.600   | 673 |  PHILIP_AIRPORT, SD           |US|10
0000000301    |5AG  | 58.000 |-142.000   |   0 |  PACIFIC OCEAN                |US|20
0000000302    |A#5  | 54.000 |-143.000   |   0 |  CENTRAL GULF OF AK     PAC   |US|20
0000000303    |5AF  | 56.000 |-137.000   |   0 |  PACIFIC OCEAN                |US|20
0000000304    |A#6  | 55.000 |-155.000   |   0 |  GULF OF AK, S KODIAK I PAC   |US|20
0000000305    |A#7  | 53.000 |-139.000   |   0 |  PACIFIC, W OF BC             |US|20
0000000306    |A#8  | 51.100 |-147.400   |   0 |  PACIFIC, NEAR SHIP PAPA      |US|20
0000000307    |A#9  | 52.000 |-162.000   |   0 |  PACIFIC, S OF AK PENINSULA   |US|20
0000000308    |A#A  | 49.500 |-153.700   |   0 |  NORTH PACIFIC                |US|20
0000000309    |A#B  | 49.200 |-168.800   |   0 |  PACIFIC, S OF ALEUTIANS      |US|20
0000000310    |S#1  | 50.000 |-135.000   |   0 |  PACIFIC OCEAN                |US|20
0000000311    |S#2  | 38.500 |-129.000   |   0 |  PACIFIC OCEAN                |US|20
0000000312    |S#3  | 34.000 |-126.000   |   0 |  PACIFIC OCEAN                |US|20
0000000313    |S#4  | 29.500 |-123.000   |   0 |  PACIFIC OCEAN                |US|20
0000000314    |S#5  | 25.000 |-120.000   |   0 |  PACIFIC OCEAN                |US|20
0000000315    |S#6  | 25.000 |-115.000   |   0 |  PACIFIC OCEAN                |US|20
0000000330    |NW1  | 44.300 |-140.800   |   0 |  PACIFIC OCEAN                |US|20
0000000331    |NW2  | 47.700 |-144.100   |   0 |  PACIFIC OCEAN                |US|20
0000000332    |NW3  | 37.400 |-137.000   |   0 |  PACIFIC OCEAN                |US|20
0000000333    |NW4  | 47.000 |-138.000   |   0 |  PACIFIC OCEAN                |US|20
0000000334    |NW5  | 43.600 |-135.500   |   0 |  PACIFIC OCEAN                |US|20
0000000335    |NW6  | 39.700 |-133.300   |   0 |  PACIFIC OCEAN                |US|20
0000000336    |NW7  | 48.500 |-129.500   |   0 |  PACIFIC OCEAN                |US|20
0000000337    |NW8  | 44.600 |-127.500   |   0 |  PACIFIC OCEAN                |US|20
0000000338    |NW9  | 50.500 |-141.380   |   0 |  PACIFIC OCEAN                |US|20
0000000339    |NWA  | 40.500 |-126.980   |   0 |  PACIFIC OCEAN                |US|20
0000000401    |S#7  | 28.000 | -87.000   |   0 |  GULF OF MEXICO               |US|22
0000000402    |S#8  | 28.200 | -93.700   |   0 |  GULF OF MEXICO               |US|20
0000000403    |S#9  | 28.500 | -92.300   |   0 |  GULF OF MEXICO               |US|22
0000000404    |S#A  | 27.900 | -91.000   |   0 |  GULF OF MEXICO               |US|22
0000000405    |S#B  | 28.000 | -89.000   |   0 |  GULF OF MEXICO               |US|20
0000000406    |S#C  | 28.000 | -85.000   |   0 |  GULF OF MEXICO               |US|22
0000000501    |3J2  | 31.000 | -79.000   |   0 |  ATLANTIC, BLAKE PLATEAU      |US|20
0000000502    |AFA  | 48.000 | -65.000   |   0 |  ATLANTIC, CHALEUR BAY        |US|20
0000000601    |C01  | 37.200 |-118.800   |9999 |  NEAR YOSEMITE, CA            |US|12
0000000602    |C02  | 47.610 |-103.260   |9999 |  WOLFORD, ND                  |US|12
0000000603    |C03  | 37.800 | -97.010   |9999 |  TOWANDA, KS                  |US|12
0000000604    |C04  | 34.600 | -94.300   |9999 |  NEAR MENA, AR                |US|12
0000000606    |C06  | 37.900 | -95.200   |9999 |  NEAR MORAN, KS               |US|12
0000000607    |C07  | 38.500 |-101.500   |9999 |  NEAR BRANDON, KS             |US|12
0000000608    |C08  | 37.400 |-105.200   |9999 |  NEAR WHISKEY CRK, CO         |US|12
0000000609    |C09  | 36.000 |-105.300   |9999 |  NEAR HOLMAN, NM              |US|12
0000000610    |C10  | 34.200 |-101.700   |9999 |  NEAR PLAINVIEW, TX           |US|12
0000000611    |C11  | 33.600 | -99.300   |9999 |  NEAR SEYMOUR,TX              |US|12
0000000612    |C12  | 33.700 | -97.400   |9999 |  NEAR MUENSTER, TX            |US|12
0000000613    |C13  | 37.100 | -92.300   |9999 |  NEAR MTN GROVE, MO           |US|12
0000000614    |C14  | 41.000 |-107.000   |9999 |  NORTHERN ROCKIES             |US|12
0000000616    |C16  | 44.500 |-113.000   |9999 |  NORTHERN ROCKIES             |US|12
0000000617    |C17  | 46.000 |-114.000   |9999 |  NORTHERN ROCKIES             |US|12
0000000618    |C18  | 47.000 |-112.500   |9999 |  NORTHERN ROCKIES             |US|12
0000000619    |C19  | 49.000 |-114.000   |9999 |  NORTHERN ROCKIES             |US|12
0000000620    |C20  | 49.500 |-108.000   |9999 |  CANADA/GREAT LAKES           |US|22
0000000621    |C21  | 49.000 |-104.000   |9999 |  CANADA/GREAT LAKES           |US|22
0000000622    |C22  | 47.500 | -99.000   |9999 |  NEAR NEW ROCKFORD, ND        |US|12
0000000623    |C23  | 46.200 | -97.500   |9999 |  NEAR LISBON, ND              |US|12
0000000624    |C24  | 46.000 | -95.000   |9999 |  NEAR ALEXANDRIA, MN          |US|12
0000000625    |C25  | 40.800 | -84.200   |9999 |  NEAR LIMA, OH                |US|12
0000000627    |C27  | 38.000 | -80.000   |9999 |  NEAR HOT SPRIONGS, VA        |US|12
0000000628    |C28  | 34.500 | -82.500   |9999 |  NEAR CLEVELAND, GA           |US|12
0000000691    |C30  | 37.500 | -96.000   |9999 |  R07-ARM/CART, KS             |US|12
0000000692    |C31  | 38.000 | -98.400   |9999 |  R04-ARM/CART, KS             |US|12
0000000693    |C32  | 37.350 | -99.350   |9999 |  R08-ARM/CART, KS             |US|12
0000000694    |C33  | 35.300 | -98.900   |9999 |  R22-ARM/CART, OK             |US|12
0000000695    |C34  | 35.500 | -97.000   |9999 |  P20-ARM/CART, OK             |US|12
0000000696    |C35  | 34.980 | -94.690   | 143 |  WISTER, OK                   |US|10
0000000697    |C36  | 36.600 |-101.600   | 996 |  GOODWELL, OK                 |US|10
0000000702    |ZBJ  | 53.920 |-104.690   | 511 |  SSA-OJP, SK                  |US|12
0000000703    |ZBA  | 53.630 |-104.690   |9999 |  SSA-ASPEN, SK                |US|12
0000000801    |BAB  | 39.490 |-121.610   |  72 |  BEALE AFB, CA                |US|10
0000000802    |CBN  | 33.900 | -88.330   | 169 |  COLUMBUS AFB, MS             |US|10
0000000803    |CDC  | 37.590 |-112.860   |1714 |  CEDAR CITY, UT               |US|10
0000000804    |CVS  | 34.640 |-103.630   |1436 |  CANNON AFB, NM               |US|10
0000000805    |DOV  | 38.830 | -75.430   |  50 |  DOVER AFB, DE                |US|10
0000000807    |DYS  | 32.540 | -99.250   | 480 |  DYESS AFB, TX                |US|10
0000000808    |EAX  | 38.810 | -94.260   | 333 |  KANSAS C/PLEASANT HILL, MO   |US|12
0000000809    |EKO  | 40.740 |-116.800   |2088 |  ELKO, NV                     |US|10
0000000810    |END  | 36.740 | -98.130   | 385 |  VANCE AFB, OK                |US|10
0000000811    |FDR  | 34.360 | -98.980   | 401 |  FREDERICK, OK                |US|10
0000000813    |GVS  | 40.720 | -85.930   | 278 |  GRISSOM AFB, IN              |US|12
0000000814    |HOO  | 30.720 | -97.380   | 182 |  CENTRAL TEXAS, TX            |US|10
0000000815    |HSI  | 40.320 | -98.440   | 626 |  GRAND ISLAND/HASTINGS, NE    |US|10
0000000816    |LOR  | 31.460 | -85.460   | 151 |  FT. RUCKER, AL               |US|10
0000000817    |MAX  | 32.540 | -85.790   | 157 |  EAST ALABAMA, AL             |US|10
0000000818    |MIB  | 48.390 |-100.860   | 468 |  MINOT AFB, ND                |US|12
0000000819    |MOR  | 36.170 | -83.400   | 437 |  TRI CITY/MORRISTOWN, TN      |US|10
0000000821    |RME  | 43.470 | -75.460   | 497 |  GRIFFISS AFB, NY             |US|10
0000000822    |WRB  | 32.680 | -83.350   | 187 |  ROBINS AFB, GA               |US|10
0000000823    |XRW  | 36.740 | -87.290   | 186 |  FT. CAMPBELL, KY             |US|10
0000000825    |UNV  | 40.920 | -78.000   | 756 |  UNIVERSITY PARK, PA          |US|12
0000000831    |NGX  | 31.400 |-114.490   |   0 |  N. GULF OF CA, AZ            |US|20
0000000832    |AJO  | 32.370 |-112.870   | 549 |  AJO, AZ                      |US|10
0000000833    |E74  | 32.820 |-109.680   | 950 |  SAFFORD, AZ                  |US|10
0000000834    |LBY  | 48.390 |-115.550   | 579 |  LIBBY, MT                    |US|10
0000000835    |PWD  | 48.760 |-104.520   | 623 |  PLENTYWOOD, MT               |US|10
0000000837    |SEF  | 37.700 |-123.000   |  25 |  SE FARALLON ISLAND, CA       |US|00
0000000838    |BOD  | 38.420 |-123.070   |  12 |  BODEGA BAY, CA               |US|00
0000000839    |BHK  | 46.370 |-104.280   | 903 |  BAKER, MT                    |US|10
0000000841    |IPX  | 44.420 |-111.370   |1917 |  ISLAND PARK, ID              |US|10
0000000842    |MLD  | 42.170 |-112.280   |1363 |  MALAD CITY, ID               |US|10
0000000844    |P68  | 39.500 |-115.950   |1982 |  EUREKA, NV                   |US|10
0000000845    |BDG  | 38.300 |-119.160   |1200 |  BRIDGEPORT, CA               |US|10
0000000847    |PLB  | 44.680 | -73.520   |  72 |  PLATTSBURGH, NY              |US|10
0000000850    |8V7  | 37.280 |-102.610   |1335 |  SPRNGFLD/CMNCHE NT GRS, CO   |US|10
0000000851    |JACK | 45.640 | -70.260   |9999 |  JACKMAN, ME                  |US|10
0000000852    |ESTC | 47.460 | -69.220   |9999 |  ESTCOURT, ME                 |US|10
0000000853    |VANC | 45.560 | -67.430   |9999 |  VANCEBORO, ME                |US|10
0000000854    |CAN  | 42.050 | -73.200   |9999 |  NR CANAAN, CT                |US|10
0000000900    |5SZ  | 62.720 |-143.970   |9999 |  NR CIRCLE, AK                |US|11
0000000901    |AWR  | 67.750 |-144.110   |9999 |  ARCTIC NWR, AK               |US|11
0000000902    |BIR  | 65.590 |-144.360   |9999 |  ARCTIC NWR, AK               |US|11
0000000903    |BLS  | 61.950 |-151.000   |9999 |  SW OF NENANA , AK            |US|11
0000000904    |BTL  | 57.270 |-154.560   |9999 |  NR KOKAKLEK, AK              |US|11
0000000905    |BVR  | 66.150 |-148.030   |9999 |  ARCTIC NWR, AK               |US|11
0000000906    |GRF  | 67.030 |-143.290   |9999 |  ARCTIC NWR , AK              |US|11
0000000907    |HAY  | 65.200 |-161.150   |9999 |  NR KIANA, AK                 |US|11
0000000908    |H02  | 59.750 |-151.370   |9999 |  NR WILLOW , AK               |US|11
0000000909    |INK  | 63.390 |-158.830   |9999 |  NW OF NULATO , AK            |US|11
0000000910    |KAK  | 56.970 |-134.000   |9999 |  NR KLUKWAN, AK               |US|11
0000000911    |KEL  | 67.950 |-162.310   |9999 |  NR ICY CAPE, AK              |US|11
0000000912    |KNA  | 60.590 |-150.320   |9999 |  NR SUTTON, AK                |US|11
0000000913    |KNL  | 60.370 |-149.410   |9999 |  NR CHICKALOON, AK            |US|11
0000000914    |MAC  | 61.320 |-142.590   |9999 |  NR NORTHWAY, AK              |US|11
0000000915    |NCK  | 60.030 |-151.660   |9999 |  NR NANCY, AK                 |US|11
0000000916    |NOA  | 68.070 |-158.710   |9999 |  NTL. PETROL RSRVE, AK        |US|11
0000000917    |PANI | 61.580 |-159.540   |9999 |  NE OF SHAGELUK, AK           |US|11
0000000918    |PAXK | 63.030 |-145.490   |9999 |  NW OF CHICKEN, AK            |US|11
0000000919    |QRZ  | 65.410 |-164.660   |9999 |  NR TAYLOR, AK                |US|11
0000000920    |TEL  | 63.440 |-153.360   |9999 |  WNW OF ANDERSON, AK          |US|11
0000000921    |AHN  | 59.250 |-135.520   |9999 |  NR HAINES BOAT HARBOR, AK    |US|11
0000000922    |PAKW | 55.580 |-133.100   |9999 |  PORT ALEXANDER, AK           |US|11
0000000923    |WON  | 63.490 |-150.880   |9999 |  NR MANLEY HOT SPRINGS, AK    |US|11
0000000924    |TOK  | 62.970 |-143.340   |9999 |  NE OF BIG DELTA, AK          |US|11
0000000925    |CKN  | 64.050 |-141.930   |9999 |  CHICKEN, AK                  |US|11
0000000926    |NRU  | 66.850 |-154.340   |9999 |  W OF BETTLES FIELD, AK       |US|11
0000000927    |KAN  | 66.080 |-152.170   |9999 |  KANUTI NWR, AK               |US|11
0000000928    |SRV  | 61.640 |-156.440   |9999 |  NR STONY RIVER, AK           |US|11
0000000929    |BDP  | 66.500 |-156.500   |9999 |  S OF BARROW, AK              |US|11
0000000930    |PLN  | 69.000 |-149.000   |9999 |  NR SAGWON, AK                |US|11
0000000931    |PLS  | 67.750 |-149.000   |9999 |  ARCTIC NWR, AK               |US|11
0000000932    |COT  | 65.340 |-155.950   |9999 |  NR HUGHES, AK                |US|11
0000000933    |POR  | 64.100 |-155.560   |9999 |  NR HUGHES, AK                |US|11
0000000934    |WNL  | 64.310 |-151.080   |9999 |  NR MINTO, AK                 |US|11
0000000935    |KIL  | 60.320 |-160.200   |9999 |  NR ANIAK, AK                 |US|11
0000000936    |MTV  | 62.100 |-163.800   |9999 |  S OF ST MICHAEL, AK          |US|11
0000000937    |ICC  | 70.400 |-161.900   |9999 |  NR WAINWRIGHT, AK            |US|11
0000021982    |U#2  | 70.970 |-178.530   |   3 |  OSTROV VRANGELYA, RUSSIA     |US|10
0000025173    |UHMI | 68.920 |-179.480   |   7 |  MYS SCHMIDT                  |US|10
0000025399    |U#C  | 66.170 |-169.830   |   7 |  MYS WELLEN                   |US|10
0000025551    |UHMA | 64.680 | 170.420   |  22 |  MARKOVO, RUSSIA              |US|10
0000025563    |UHAZ | 64.730 | 177.500   |   5 |  ANADYR, RUSSIA               |US|10
0000025677    |U#6  | 63.050 | 179.320   |  85 |  UGOLNAJA, RUSSIA             |US|10
0000041001    |B#1  | 34.900 | -73.000   |   0 |  BUOY  E HATTERAS       ATL   |US|20
0000041002    |B#2  | 32.300 | -75.200   |   0 |  BUOY  S HATTERAS       ATL   |US|20
0000041006    |B#3  | 29.300 | -77.400   |   0 |  BUOY  E DAYTONA        ATL   |US|20
0000041010    |B#4  | 28.900 | -78.500   |   0 |  BUOY  CANAVERAL EAST   ATL   |US|20
0000042001    |B#5  | 25.900 | -89.700   |   0 |  BUOY  MID GULF         MEX   |US|22
0000042002    |B#6  | 25.900 | -93.600   |   0 |  BUOY  W GULF           MEX   |US|22
0000042003    |B#7  | 25.900 | -85.900   |   0 |  BUOY  E GULF           MEX   |US|22
0000042019    |B#8  | 27.900 | -95.000   |   0 |  BUOY  LANELLE  GULF OF MEX   |US|22
0000042020    |B#9  | 27.000 | -96.500   |   0 |  BUOY  EILEEN   GULF OF MEX   |US|22
0000044004    |C7H  | 38.500 | -70.700   |   0 |  BUOY  HOTEL            ATL   |US|20
0000044005    |9B6  | 42.600 | -68.600   |   0 |  BUOY  GULF OF ME       ATL   |US|20
0000044008    |B#A  | 40.500 | -69.400   |   0 |  BUOY  NANTUCKET        ATL   |US|20
0000042009    |B#Q  | 38.500 | -74.700   |   0 |  BUOY  E FENWICK IL     ATL   |US|20
0000044011    |B#B  | 41.100 | -66.600   |   0 |  BUOY  GEORGES BANK     ATL   |US|20
0000044014    |B#S  | 36.600 | -74.800   |   0 |  BUOY  E MACKAY IL      ATL   |US|20
0000044025    |B#Q  | 40.300 | -73.200   |   0 |  BUOY                   ATL   |US|20
0000046001    |B#C  | 56.300 |-148.200   |   0 |  BUOY  GULF OF AK       PAC   |US|20
0000046002    |B#D  | 42.500 |-130.500   |   0 |  BUOY  OREGON           PAC   |US|20
0000046003    |B#E  | 51.900 |-155.900   |   0 |  BUOY  S ALEUTIANS      PAC   |US|20
0000046005    |B#F  | 46.100 |-131.000   |   0 |  BUOY  WASHINGTON       PAC   |US|20
0000046006    |B#G  | 40.900 |-137.500   |   0 |  BUOY  SE PAPA          PAC   |US|20
0000046014    |B#H  | 39.200 |-124.000   |   0 |  BUOY  PT ARENA         PAC   |US|20
0000046027    |B#I  | 41.800 |-124.400   |   0 |  BUOY  ST GEORGES       PAC   |US|20
